School ID,School Name,Graduates,Enrollments,Enrollment Pct,year_x,ncessch,school_id,school_name_x,leaid_x,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips_x,latitude_x,longitude_x,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps,cps_ccd_cw_merge,cw_not_in_cps_col_enrl,crdc_id,year_y,fips_y,leaid_y,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc,crdc_not_matched,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,internet_rate,emp_rate_25_64,above_pov_rate,census_tract_x,acs_not_matched,oracle_id,school_name_y,FY 2017 Ending Budget,cps_budget_not_in_cps_col_enrl,food_stamps,median_earnings,census_tract_y,inc_fs_not_matched,year,date,statefips,countyfips,ctfips,latitude_y,longitude_y,ds_pm_pred,ds_pm_stdd,aqi_not_matched
609712,HIRSCH HS,32,15,46.9,2017,1.70993E+11,879,Hirsch Metropolitan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,7740 S Ingleside Ave,Chicago,IL,60619,7740 S Ingleside Ave,Chicago,IL,60619,(773)535-3100,Illinois,41.753954,-87.601929,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,7,135,0,135,No,Yes,No,No,136,17005,17003,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609712,Hirsch HS,Emil G Hirsch Metropolitan High School,Hirsch HS,Hirsch Metropolitan High School,7740,S,Ingleside Ave,Chicago,IL,60619,1380,47031,HS,69,Greater Grand Crossing,South Shore,11,3,1.70317E+14,41.7183728,-87.62058681,1.70993E+11,1.70993E+11,17031691500,both,both,1.70993E+11,2017,Illinois,1709930,137,12,1,0,1038801.938,1,0,0,1,0,both,37.1,781,379,25.2,48.52752881,74.8,62.9,17031691500,both,47031,Emil G Hirsch Metropolitan High School,3646071,both,401,23819,17031691500,both,2016,1-Jan-16,17,31,17031691500,41.75506,-87.60029,10.2714,4.0389,both
609713,HYDE PARK HS,116,81,69.8,2017,1.70993E+11,893,Hyde Park Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,6220 S Stony Island,Chicago,IL,60637,6220 S Stony Island,Chicago,IL,60637,(773)535-0880,Illinois,41.78211,-87.587269,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,45,839,0,839,No,Yes,No,No,850,17025,17013,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609713,Hyde Park HS,Hyde Park Academy High School,Hyde Park HS,Hyde Park Academy High School,6220,S,Stony Island Ave,Chicago,IL,60637,1390,46171,HS,42,Woodlawn,Woodlawn,13,3,1.70314E+14,41.77512466,-87.66905264,1.70993E+11,1.70993E+11,17031420100,both,both,1.70993E+11,2017,Illinois,1709930,856,54,2,2,4205745,43,0,0,43,0,both,35,740,469,7.1,63.37837838,92.9,65,17031420100,both,46171,Hyde Park Career Academy,8565506,both,354,24175,17031420100,both,2016,1-Jan-16,17,31,17031420100,41.78297,-87.58248,10.1916,4.1347,both
609715,KELLY HS,439,284,64.7,2017,1.70993E+11,920,Kelly High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4136 S California Av,Chicago,IL,60632,4136 S California Av,Chicago,IL,60632,(773)535-4900,Illinois,41.818178,-87.694838,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,98,1807,0,1807,No,Yes,No,No,1881,17021,17011,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609715,Kelly HS,Thomas Kelly High School,Kelly HS,Kelly High School,4136,S,California Ave,Chicago,IL,60632,1400,46181,HS,58,Brighton Park,McKinley Park,17,7,1.70316E+14,41.75374887,-87.60169064,1.70993E+11,1.70993E+11,17031580501,both,both,1.70993E+11,2017,Illinois,1709930,1891,122,4,0,9806303,168,40,27,132,0,both,27.7,1379,868,8.8,62.94416244,91.2,72.3,17031580501,both,46181,Thomas Kelly High School,20742829,both,389,23895,17031580501,both,2016,1-Jan-16,17,31,17031580501,41.82,-87.69949,9.879,3.6021,both
609716,KELVYN PARK HS,88,36,40.9,2017,1.70993E+11,923,Kelvyn Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4343 W Wrightwood Av,Chicago,IL,60639,4343 W Wrightwood Av,Chicago,IL,60639,(773)534-4200,Illinois,41.92744,-87.736051,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,24,441,0,441,No,Yes,Yes,No,459,17039,17020,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609716,Kelvyn Park HS,Kelvyn Park High School,Kelvyn Park HS,Kelvyn Park High School,4343,W,Wrightwood Ave,Chicago,IL,60639,1410,46191,HS,20,Hermosa,Logan,9,8,1.70312E+14,41.78225743,-87.58657835,1.70993E+11,1.70993E+11,17031200200,both,both,1.70993E+11,2017,Illinois,1709930,451,31.5,1.5,0,2491887.5,56,24,0,44,0,both,19.7,1596,1048,3.4,65.6641604,96.6,80.3,17031200200,both,46191,Kelvyn Park High School,6340474,both,449,24766,17031200200,both,2016,1-Jan-16,17,31,17031200200,41.92789,-87.73563,9.7321,3.5006,both
609718,KENNEDY HS,340,236,69.4,2017,1.70993E+11,924,Kennedy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,6325 W 56th St,Chicago,IL,60638,6325 W 56th St,Chicago,IL,60638,(773)535-2325,Illinois,41.790206,-87.780788,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,96,1266,0,1266,No,Yes,No,No,1688,17022,17011,1.70993E+11,1703,,Yes under the Community Eligibility Provision (CEP),609718,Kennedy HS,John F Kennedy High School,Kennedy HS,Kennedy High School,6325,W,56th St,Chicago,IL,60638,1420,46201,HS,56,Garfield Ridge,MDW,7,11,1.70316E+14,41.81872965,-87.69460198,1.70993E+11,1.70993E+11,17031561100,both,both,1.70993E+11,2017,Illinois,1709930,1691,108,5,0,7503292,213,18,7,200,0,both,3.8,1877,1406,5.9,74.90676612,94.1,96.2,17031561100,both,46201,John F Kennedy High School,15442674,both,177,40117,17031561100,both,2016,1-Jan-16,17,31,17031561100,41.78889,-87.77195,9.746,3.4605,both
609719,LAKE VIEW HS,269,178,66.2,2017,1.70993E+11,941,Lake View High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4015 N Ashland Ave,Chicago,IL,60613,4015 N Ashland Ave,Chicago,IL,60613,(773)534-5440,Illinois,41.955475,-87.668633,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,78,1127,0,1127,No,Yes,No,No,1391,17011,17006,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609719,Lake View HS,Lake View High School,Lake View HS,Lake View High School,4015,N,Ashland Ave,Chicago,IL,60613,1430,46211,HS,6,Lake View,Ravenswood,30,12,1.70311E+14,41.92794584,-87.73599952,1.70993E+11,1.70993E+11,17031060100,both,both,1.70993E+11,2017,Illinois,1709930,1389,87.5,5,2,6666651,254,0,33,240,0,both,5.3,1227,1118,1.6,91.11654442,98.4,94.7,17031060100,both,46211,Lake View High School,12478124,both,38,62577,17031060100,both,2016,1-Jan-16,17,31,17031060100,41.95756,-87.66663,9.786,3.797,both
609720,LANE TECH HS,850,787,92.6,2017,1.70993E+11,942,Lane Technical High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,2501 W Addison St,Chicago,IL,60618,2501 W Addison St,Chicago,IL,60618,(773)534-5400,Illinois,41.945356,-87.690624,176,16980,City large,17031,High,Regular school,Open,7,12,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,Yes,No,No,217,2100,0,2100,No,Yes,Yes,No,4429,17011,17006,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609720,Lane HS,Albert G Lane Technical High School,Lane HS,Lane Technical High School,2501,W,Addison St,Chicago,IL,60618,1440,46221,HS,5,North Center,Logan,9,12,1.70318E+14,41.79048243,-87.78039472,1.70993E+11,1.70993E+11,17031843700,both,both,1.70993E+11,2017,Illinois,1709930,4441,231,10,0,19039190,3247,608,391,3173,0,both,4.9,963,810,4,84.11214953,96,95.1,17031843700,both,46221,Albert G Lane Technical High School,31323487,both,52,55938,17031843700,both,2016,1-Jan-16,17,31,17031843700,41.94463,-87.69077,9.819,3.7347,both
609722,MANLEY HS,48,20,41.7,2017,1.70993E+11,1125,Manley Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,2935 W Polk St,Chicago,IL,60612,2935 W Polk St,Chicago,IL,60612,(773)534-6900,Illinois,41.870762,-87.700024,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,9,105,0,105,No,Yes,No,No,118,17009,17005,1.70993E+11,1707,,Yes under the Community Eligibility Provision (CEP),609722,Manley HS,Manley Career Academy High School,Manley HS,Manley Career Academy High School,2935,W,Polk St,Chicago,IL,60612,1460,53111,HS,27,East Garfield Park,Garfield - West Humboldt,20,2,1.70313E+14,41.95476353,-87.66898945,1.70993E+11,1.70993E+11,17031271800,both,both,1.70993E+11,2017,Illinois,1709930,114,12,1,0,1205192.375,17,0,0,17,0,both,73.7,213,111,13.7,52.11267606,86.3,26.3,17031271800,both,53111,Manley Career Community Academy High School,3128787,both,103,17400,17031271800,both,2016,1-Jan-16,17,31,17031271800,41.87151,-87.6985,9.9026,3.7218,both
609723,MARSHALL HS,76,48,63.2,2017,1.70993E+11,972,Marshall Metropolitan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3250 W Adams St,Chicago,IL,60624,3250 W Adams St,Chicago,IL,60624,(773)534-6455,Illinois,41.878873,-87.707189,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,24,329,0,329,No,Yes,No,No,337,17010,17005,1.70993E+11,1707,,Yes under the Community Eligibility Provision (CEP),609723,Marshall HS,John Marshall Metropolitan High School,Marshall HS,Marshall Metropolitan High School,3250,W,Adams St,Chicago,IL,60624,1470,47041,HS,27,East Garfield Park,Garfield - West Humboldt,20,1,1.70313E+14,41.94667202,-87.69101274,1.70993E+11,1.70993E+11,17031271300,both,both,1.70993E+11,2017,Illinois,1709930,341,28,0,0,2315346.75,22,0,0,22,0,both,54.7,360,237,16.9,65.83333333,83.1,45.3,17031271300,both,47041,John Marshall Metropolitan High School,5789239,both,156,24415,17031271300,both,2016,1-Jan-16,17,31,17031271300,41.87732,-87.70847,9.9531,3.6645,both
609724,MATHER HS,325,227,69.8,2017,1.70993E+11,977,Mather High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,5835 N Lincoln Ave,Chicago,IL,60659,5835 N Lincoln Ave,Chicago,IL,60659,(773)534-2350,Illinois,41.988119,-87.701409,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,82,1278,0,1278,No,Yes,No,No,1451,17013,17007,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609724,Mather HS,Stephen T Mather High School,Mather HS,Mather High School,5835,N,Lincoln Ave,Chicago,IL,60659,1480,46241,HS,2,West Ridge,Ravenswood,30,10,1.7031E+14,41.87096639,-87.69989621,1.70993E+11,1.70993E+11,17031020701,both,both,1.70993E+11,2017,Illinois,1709930,1442,94,5,0,7191860.5,355,66,93,319,0,both,7.2,615,531,4.5,86.34146341,95.5,92.8,17031020701,both,46241,Stephen T Mather High School,14017049,both,55,35982,17031020701,both,2016,1-Jan-16,17,31,17031020701,41.98688,-87.70372,9.7432,3.663,both
609725,MORGAN PARK HS,235,154,65.5,2017,1.70993E+11,1002,Morgan Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,1744 W Pryor Ave,Chicago,IL,60643,1744 W Pryor Ave,Chicago,IL,60643,(773)535-2550,Illinois,41.692187,-87.665682,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,78,1122,0,1122,No,Yes,Yes,No,1267,17027,17014,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609725,Morgan Park HS,Morgan Park High School,Morgan Park HS,Morgan Park High School,1744,W,Pryor Ave,Chicago,IL,60643,1490,46251,HS,75,Morgan Park,Beverly,3,5,1.70318E+14,41.87841665,-87.70804948,1.70993E+11,1.70993E+11,17031750500,both,both,1.70993E+11,2017,Illinois,1709930,1271,82.5,2,1,7401217.5,84,0,0,84,0,both,23.4,2087,1123,11.1,53.80929564,88.9,76.6,17031750500,both,46251,Morgan Park High School,13500215,both,327,35894,17031750500,both,2016,1-Jan-16,17,31,17031750500,41.6846,-87.67122,10.027,3.6892,both
609726,BROOKS HS,200,170,85,2017,1.70993E+11,2031,Brooks College Prep Academy HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,250 E 111th St,Chicago,IL,60628,250 E 111th St,Chicago,IL,60628,(773)535-9930,Illinois,41.694049,-87.615882,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,46,691,0,691,No,Yes,Yes,No,962,17028,17014,1.70993E+11,1702,,Yes under the Community Eligibility Provision (CEP),609726,Brooks HS,Gwendolyn Brooks College Preparatory Academy HS,Brooks HS,Brooks College Prep Academy HS,250,E,111th St,Chicago,IL,60628,1500,47051,HS,49,Roseland,Far South Side,22,5,1.70315E+14,41.98756724,-87.70251934,1.70993E+11,1.70993E+11,17031490901,both,both,1.70993E+11,2017,Illinois,1709930,961,54,4,2,4781425,627,50,87,614,0,both,16.5,1420,1013,24.7,71.33802817,75.3,83.5,17031490901,both,47051,Gwendolyn Brooks,8779490,both,499,25813,17031490901,both,2016,1-Jan-16,17,31,17031490901,41.69605,-87.61627,10.1043,3.7722,both
609727,PHILLIPS HS,92,64,69.6,2017,1.70993E+11,1061,Phillips Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,244 E Pershing Rd,Chicago,IL,60653,244 E Pershing Rd,Chicago,IL,60653,(773)535-1603,Illinois,41.824429,-87.619904,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,38,595,0,595,No,Yes,No,No,623,17005,17003,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609727,Phillips HS,Wendell Phillips Academy High School,Phillips HS,Phillips Academy High School,244,E,Pershing Rd,Chicago,IL,60653,1510,46261,HS,35,Douglas,Bronzeville,15,3,1.70318E+14,41.69201112,-87.66567557,1.70993E+11,1.70993E+11,17031839600,both,both,1.70993E+11,2017,Illinois,1709930,634,40,2,0,3086816,56,22,12,42,0,both,16.8,785,456,10.7,58.08917197,89.3,83.2,17031839600,both,46261,Wendell Phillips Academy,6817004,both,192,42038,17031839600,both,2016,1-Jan-16,17,31,17031839600,41.82745,-87.61924,10.2397,4.2373,both
609728,ROOSEVELT HS,233,154,66.1,2017,1.70993E+11,1093,Roosevelt High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3436 W Wilson Ave,Chicago,IL,60625,3436 W Wilson Ave,Chicago,IL,60625,(773)534-5000,Illinois,41.964989,-87.714552,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,68,1068,0,1068,No,Yes,Yes,No,1113,17040,17020,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609728,Roosevelt HS,Theodore Roosevelt High School,Roosevelt HS,Roosevelt High School,3436,W,Wilson Ave,Chicago,IL,60625,1520,46271,HS,14,Albany Park,Albany Irving,27,8,1.70311E+14,41.69273509,-87.6163519,1.70993E+11,1.70993E+11,17031140702,both,both,1.70993E+11,2017,Illinois,1709930,1099,78,2,2,5661820,97,12,0,89,0,both,23.2,2060,1413,7,68.59223301,93,76.8,17031140702,both,46271,Theodore Roosevelt High School,12326817,both,327,28096,17031140702,both,2016,1-Jan-16,17,31,17031140702,41.96356,-87.71352,9.6809,3.6612,both
609729,SCHURZ HS,437,258,59,2017,1.70993E+11,1111,Schurz High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3601 N Milwaukee Ave,Chicago,IL,60641,3601 N Milwaukee Ave,Chicago,IL,60641,(773)534-3420,Illinois,41.947454,-87.735529,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,102,1613,0,1613,No,Yes,No,No,1751,17040,17020,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609729,Schurz HS,Carl Schurz High School,Schurz HS,Schurz High School,3601,N,Milwaukee Ave,Chicago,IL,60641,1530,46281,HS,16,Irving Park,Albany Irving,27,12,1.70312E+14,41.82385253,-87.61979574,1.70993E+11,1.70993E+11,17031161100,both,both,1.70993E+11,2017,Illinois,1709930,1739,114,4,4,8516623,178,25,59,130,0,both,1.8,746,597,1.3,80.02680965,98.7,98.2,17031161100,both,46281,Carl Schurz High School,18449897,both,56,63565,17031161100,both,2016,1-Jan-16,17,31,17031161100,41.9499,-87.73811,9.6644,3.4665,both
609730,SENN HS,291,219,75.3,2017,1.70993E+11,1114,Senn High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,5900 N Glenwood Ave,Chicago,IL,60660,5900 N Glenwood Ave,Chicago,IL,60660,(773)534-2365,Illinois,41.989094,-87.666773,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,97,1178,0,1178,No,Yes,No,No,1449,17014,17007,1.70993E+11,1709,,Yes under the Community Eligibility Provision (CEP),609730,Senn HS,Nicholas Senn High School,Senn HS,Senn High School,5900,N,Glenwood Ave,Chicago,IL,60660,1540,47061,HS,77,Edgewater,Ravenswood,30,10,1.7031E+14,41.96480045,-87.71481814,1.70993E+11,1.70993E+11,17031030500,both,both,1.70993E+11,2017,Illinois,1709930,1441,104,5,0,7838618.5,246,0,23,232,0,both,9.4,2864,2664,2,93.01675978,98,90.6,17031030500,both,47061,Senn Metropolitan Academy Of Liberal Arts & Technology,13148251,both,116,50615,17031030500,both,2016,1-Jan-16,17,31,17031030500,41.98716,-87.66494,9.8861,3.9484,both
609732,STEINMETZ HS,315,214,67.9,2017,1.70993E+11,1139,Steinmetz College Prep HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3030 N Mobile Ave,Chicago,IL,60634,3030 N Mobile Ave,Chicago,IL,60634,(773)534-3030,Illinois,41.935607,-87.784325,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,74,1147,0,1147,No,Yes,No,No,1262,17003,17002,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,Steinmetz College Prep HS,Steinmetz College Prep HS,3030,N,Mobile Ave,Chicago,IL,60634,1560,46291,HS,19,Belmont Cragin,Belmont Cragin,26,9,1.70312E+14,41.94634323,-87.73563527,1.70993E+11,1.70993E+11,17031190401,both,both,1.70993E+11,2017,Illinois,1709930,1276,79,4,0,6570590,161,49,0,147,0,both,17.7,1234,830,11.6,67.26094003,88.4,82.3,17031190401,both,46291,Charles P Steinmetz Academic Centre,13707030,both,165,30870,17031190401,both,2016,1-Jan-16,17,31,17031190401,41.93474,-87.78092,9.5828,3.5855,both
609733,SULLIVAN HS,110,62,56.4,2017,1.70993E+11,1149,Sullivan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,6631 N Bosworth Ave,Chicago,IL,60626,6631 N Bosworth Ave,Chicago,IL,60626,(773)534-2000,Illinois,42.002831,-87.668928,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,36,684,0,684,No,Yes,No,No,730,17014,17007,1.70993E+11,1709,,Yes under the Community Eligibility Provision (CEP),609733,Sullivan HS,Roger C Sullivan High School,Sullivan HS,Sullivan High School,6631,N,Bosworth Ave,Chicago,IL,60626,1570,46301,HS,1,Rogers Park,Ravenswood,30,10,1.70318E+14,41.98903319,-87.665188,1.70993E+11,1.70993E+11,17031830600,both,both,1.70993E+11,2017,Illinois,1709930,723,48.5,2,3,3656245.75,22,0,0,22,0,both,19.2,1868,1486,5.9,79.5503212,94.1,80.8,17031830600,both,46301,Roger C Sullivan High School,7401090,both,387,29520,17031830600,both,2016,1-Jan-16,17,31,17031830600,42.00171,-87.67355,9.8001,3.9204,both
609734,TAFT HS,655,514,78.5,2017,1.70993E+11,1153,Taft High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,6530 W Bryn Mawr Ave,Chicago,IL,60631,6530 W Bryn Mawr Ave,Chicago,IL,60631,(773)534-1000,Illinois,41.984656,-87.791426,176,16980,City large,17031,High,Regular school,Open,7,12,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,163,1836,0,1836,No,Yes,Yes,No,3371,17020,17010,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609734,Taft HS,William Howard Taft High School,Taft HS,Taft High School,6530,W,Bryn Mawr Ave,Chicago,IL,60631,1580,46311,HS,10,Norwood Park,Sauganash,28,9,1.70311E+14,41.93563421,-87.78347849,1.70993E+11,1.70993E+11,17031100300,both,both,1.70993E+11,2017,Illinois,1709930,3373,190,9,2,14759672,817,160,111,689,0,both,5.6,2676,1669,1.4,62.36920777,98.6,94.4,17031100300,both,46311,William Howard Taft High School,25640147,both,74,46705,17031100300,both,2016,1-Jan-16,17,31,17031100300,41.98868,-87.80438,9.2948,3.4242,both
609735,TILDEN HS,55,24,43.6,2017,1.70993E+11,1161,Tilden Career Communty Academy HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4747 S Union Ave,Chicago,IL,60609,4747 S Union Ave,Chicago,IL,60609,(773)535-1625,Illinois,41.807504,-87.642518,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,20,236,0,236,No,Yes,No,No,249,17006,17003,1.70993E+11,1703,,Yes under the Community Eligibility Provision (CEP),609735,Tilden HS,Edward Tilden Career Community Academy HS,Tilden HS,Tilden Career Communty Academy HS,4747,S,Union Ave,Chicago,IL,60609,1590,53121,HS,61,New City,McKinley Park,17,11,1.70318E+14,42.00268693,-87.66922893,1.70993E+11,1.70993E+11,17031843800,both,both,1.70993E+11,2017,Illinois,1709930,248,23,1,0,2005786,9,0,0,11,0,both,23.9,630,442,20.1,70.15873016,79.9,76.1,17031843800,both,53121,Edward Tilden Career Commmunity Academy,4478030,both,206,31976,17031843800,both,2016,1-Jan-16,17,31,17031843800,41.80169,-87.64048,10.0523,3.9513,both
609737,VON STEUBEN HS,351,282,80.3,2017,1.70993E+11,1180,Von Steuben Metro Science HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,5039 N Kimball Ave,Chicago,IL,60625,5039 N Kimball Ave,Chicago,IL,60625,(773)534-5100,Illinois,41.973222,-87.713126,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,95,1303,0,1303,No,Yes,No,No,1726,17015,17008,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609737,Von Steuben HS,Friedrich W von Steuben Metropolitan Science HS,Von Steuben HS,Von Steuben Metro Science HS,5039,N,Kimball Ave,Chicago,IL,60625,1610,47081,HS,13,North Park,Albany Irving,27,12,1.70318E+14,41.80750947,-87.64300315,1.70993E+11,1.70993E+11,17031831800,both,both,1.70993E+11,2017,Illinois,1709930,1726,100.5,6,0,8329470,567,174,72,521,0,both,13.6,2151,1648,5.4,76.61552766,94.6,86.4,17031831800,both,47081,Frederick W Von Steuben Metropolitan Science Center,15605599,both,365,30148,17031831800,both,2016,1-Jan-16,17,31,17031831800,41.97825,-87.71649,9.8585,3.6463,both
609738,LINCOLN PARK HS,507,449,88.6,2017,1.70993E+11,1185,Lincoln Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,2001 N Orchard St,Chicago,IL,60614,2001 N Orchard St,Chicago,IL,60614,(773)534-8130,Illinois,41.919347,-87.645354,176,16980,City large,17031,High,Regular school,Open,9,12,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,118,1166,0,1166,No,Yes,No,No,2113,17010,17005,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609738,Lincoln Park HS,Lincoln Park High School,Lincoln Park HS,Lincoln Park High School,2001,N,Orchard St,Chicago,IL,60614,1620,46321,HS,7,Lincoln Park,Lincoln Park,29,10,1.70311E+14,41.80210467,-87.61193147,1.70993E+11,1.70993E+11,17031071200,both,both,1.70993E+11,2017,Illinois,1709930,2101,127.5,6,0,10498951,723,233,185,620,0,both,9.9,936,843,0.8,90.06410256,99.2,90.1,17031071200,both,46321,Lincoln Park High School,17286653,both,36,66818,17031071200,both,2016,1-Jan-16,17,31,17031071200,41.92186,-87.6462,9.8403,3.797,both
