School ID,School Name,Enrollment Pct.3,college_enroll_pct,year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps,cps_ccd_cw_merge,cw_not_in_cps_col_enrl,crdc_id,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc,crdc_not_matched,tot_hhld_census_tract,internet_rate,emp_rate_25_64,above_pov_rate,acs_not_matched,oracle_id,FY 2017 Ending Budget,cps_budget_not_in_cps_col_enrl,food_stamps,median_earnings,census_tract,inc_fs_not_matched,ctfips,ds_pm_pred,aqi_not_matched
610244,CLARK HS,78.7,78.7,2017,170993001210,1210,Clark  G R Elementary School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629902700,1045 S Monitor Ave,Chicago,IL,60644,1045 S Monitor Ave,Chicago,IL,60644,(773)534-6225,Illinois,41.868021,-87.77017,176,16980,City large,17031,Primary,Regular school,Open,Pre-K,8,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,13.0,220.0,0.0,220.0,Yes,No,Yes,No,235.0,17008,17004,170993001210,1707,,Yes under the Community Eligibility Provision (CEP),610244,Clark HS,Michele Clark Academic Prep Magnet High School,Clark HS,Clark Acad Prep Magnet High Schl,5101,W,Harrison St,Chicago,IL,60644,6620.0,41051,HS,25.0,Austin,Austin,25.0,2.0,170318314001006,41.8023431427,-87.6721697288,170993001210,170993001210,17031831400,both,both,170993001210,236,16.0,1.0,0.0,1442841.75,0,0,0,0,0,both,967,58.01447776628749,90.5,76.7,both,41051,6236699,both,301,22591,17031831400,both,17031831400,72.3807,both
609734,TAFT HS,78.5,78.5,2017,170993001153,1153,Taft High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900043,6530 W Bryn Mawr Ave,Chicago,IL,60631,6530 W Bryn Mawr Ave,Chicago,IL,60631,(773)534-1000,Illinois,41.984656,-87.791426,176,16980,City large,17031,High,Regular school,Open,7,12,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,163.0,1836.0,0.0,1836.0,No,Yes,Yes,No,3371.0,17020,17010,170993001153,1705,,Yes under the Community Eligibility Provision (CEP),609734,Taft HS,William Howard Taft High School,Taft HS,Taft High School,6530,W,Bryn Mawr Ave,Chicago,IL,60631,1580.0,46311,HS,10.0,Norwood Park,Sauganash,28.0,9.0,170311003001009,41.9356342059,-87.7834784907999,170993001153,170993001153,17031100300,both,both,170993001153,3373,190.0,9.0,2.0,14759672.0,817,160,111,689,0,both,2676,62.36920777279522,98.6,94.4,both,46311,25640147,both,74,46705,17031100300,both,17031100300,72.3655,both
609756,CURIE HS,77.1,77.1,2017,170993001198,1198,Curie Metropolitan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900617,4959 S Archer Ave,Chicago,IL,60632,4959 S Archer Ave,Chicago,IL,60632,(773)535-2100,Illinois,41.801913,-87.722181,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,155.0,2716.0,0.0,2716.0,No,Yes,No,No,2918.0,17001,17001,170993001198,1704,,Yes under the Community Eligibility Provision (CEP),609756,Curie HS,Marie Sklodowska Curie Metropolitan High School,Curie HS,Curie Metropolitan High School,4959,S,Archer Ave,Chicago,IL,60632,1820.0,53101,HS,57.0,Archer Heights,McKinley Park,17.0,7.0,170315704002002,41.8305544189,-87.6192522266999,170993001198,170993001198,17031570400,both,both,170993001198,2916,187.5,9.0,4.0,14787160.0,537,79,19,512,0,both,525,55.42857142857143,88.2,84.4,both,53101,27934553,both,71,23170,17031570400,both,17031570400,71.5503,both
400022,CHIARTS HS,76.2,76.2,2017,170993006058,6058,Chicago High School for the Arts,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900851,2714 W Augusta Blvd,Chicago,IL,60622,2714 W Augusta Blvd,Chicago,IL,60622,(773)534-9710,Illinois,41.899534,-87.695034,176,16980,City large,17031,High,Regular school,Open,9,12,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,Yes,No,No,,275.0,0.0,275.0,No,Yes,No,No,612.0,17004,17002,170993006058,1704,,Yes under the Community Eligibility Provision (CEP),400022,Chgo Arts Contr HS,Chicago High School for the Arts,Chgo Arts Contr HS,Chicago HS for the Arts,521,E,35th St,Chicago,IL,60616i,8047.0,63051,HS,35.0,Douglas,Bronzeville,15.0,3.0,170313510002005,41.8311449727999,-87.6136286802999,170993006058,170993006058,17031351000,both,both,170993006058,620,39.0,2.0,0.0,3247853.75,255,25,17,249,0,both,2335,81.32762312633834,94.3,74.5,both,63051,5879136,both,136,45978,17031351000,both,17031351000,69.1639,both
610390,RICKOVER MILITARY HS,75.5,75.5,2017,170993005078,5078,Rickover Naval Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900828,5900 N Glenwood Ave,Chicago,IL,60660,5900 N Glenwood Ave,Chicago,IL,60660,(773)534-2890,Illinois,41.98902,-87.666421,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,26.0,498.0,0.0,498.0,No,Yes,No,No,555.0,17014,17007,170993005078,1709,,No,610390,Rickover HS,Hyman G Rickover Naval Academy High School,Rickover HS,Rickover Naval Academy High Schl,5900,N,Glenwood Ave,Chicago,IL,60660,7140.0,45221,HS,77.0,Edgewater,Ravenswood,30.0,10.0,170310305002008,41.8035152649,-87.6673410967,170993005078,170993005078,17031030500,both,both,170993005078,554,33.0,3.0,0.0,3152579.5,144,0,0,144,0,both,2864,93.01675977653632,98.0,90.6,both,45221,5715956,both,116,50615,17031030500,both,17031030500,70.00489999999999,both
609730,SENN HS,75.3,75.3,2017,170993001114,1114,Senn High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900037,5900 N Glenwood Ave,Chicago,IL,60660,5900 N Glenwood Ave,Chicago,IL,60660,(773)534-2365,Illinois,41.989094,-87.666773,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,97.0,1178.0,0.0,1178.0,No,Yes,No,No,1449.0,17014,17007,170993001114,1709,,Yes under the Community Eligibility Provision (CEP),609730,Senn HS,Nicholas Senn High School,Senn HS,Senn High School,5900,N,Glenwood Ave,Chicago,IL,60660,1540.0,47061,HS,77.0,Edgewater,Ravenswood,30.0,10.0,170310305002008,41.9648004455,-87.7148181431,170993001114,170993001114,17031030500,both,both,170993001114,1441,104.0,5.0,0.0,7838618.5,246,0,23,232,0,both,2864,93.01675977653632,98.0,90.6,both,47061,13148251,both,116,50615,17031030500,both,17031030500,70.00489999999999,both
609679,PROSSER HS,72.6,72.6,2017,170993000681,681,Prosser Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900534,2148 N Long Ave,Chicago,IL,60639,2148 N Long Ave,Chicago,IL,60639,(773)534-3200,Illinois,41.91938,-87.761802,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,79.0,1292.0,0.0,1292.0,No,Yes,No,No,1395.0,17003,17002,170993000681,1704,,Yes under the Community Eligibility Provision (CEP),609679,Prosser HS,Charles Allen Prosser Career Academy High School,Prosser HS,Prosser Career Academy HS,2148,N,Long Ave,Chicago,IL,60639,1070.0,53041,HS,19.0,Belmont Cragin,Belmont Cragin,26.0,8.0,170311912002000,41.8402261095,-87.6176007457,170993000681,170993000681,17031191200,both,both,170993000681,1394,85.7,3.5,0.0,6643762.0,286,0,0,287,0,both,988,53.44129554655871,96.1,69.8,both,53041,13656595,both,211,22686,17031191200,both,17031191200,72.4929,both
610357,SPRY HS,72.1,72.1,2017,170993005677,5677,Spry Community Links High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900818,2400 S Marshall Blvd,Chicago,IL,60623,2400 S Marshall Blvd,Chicago,IL,60623,(773)534-1997,Illinois,41.848607,-87.697784,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,11.0,126.0,0.0,126.0,No,Yes,No,No,131.0,17021,17011,170993005677,1704,,No,610357,Spry HS,Spry Community Links High School,Spry HS,Spry Community Links High School,2400,S,Marshall Blvd,Chicago,IL,60623,7930.0,46461,HS,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313011001004,41.9617218110999,-87.7071139757999,170993005677,170993005677,17031301100,both,both,170993005677,129,14.0,1.0,1.0,1114212.0,52,0,0,52,0,both,796,50.0,86.2,64.5,both,46461,2116249,both,367,21376,17031301100,both,17031301100,71.8057,both
609695,AMUNDSEN HS,70.7,70.7,2017,170993000587,587,Amundsen High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900001,5110 N Damen Ave,Chicago,IL,60625,5110 N Damen Ave,Chicago,IL,60625,(773)534-2320,Illinois,41.975232,-87.680089,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,64.0,1023.0,0.0,1023.0,No,Yes,No,No,1227.0,17013,17007,170993000587,1705,,Yes under the Community Eligibility Provision (CEP),609695,Amundsen HS,Roald Amundsen High School,Amundsen HS,Amundsen High School,5110,N,Damen Ave,Chicago,IL,60625,1210.0,46031,HS,4.0,Lincoln Square,Ravenswood,30.0,12.0,170310404022002,41.8900046421,-87.7073328694999,170993000587,170993000587,17031040402,both,both,170993000587,1226,75.0,3.0,0.0,6422065.5,45,0,29,16,0,both,2479,96.4501815248084,97.3,93.1,both,46031,11637203,both,140,57849,17031040402,both,17031040402,71.267,both
609741,HUBBARD HS,70.4,70.4,2017,170993000889,889,Hubbard High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900020,6200 S Hamlin Ave,Chicago,IL,60629,6200 S Hamlin Ave,Chicago,IL,60629,(773)535-2200,Illinois,41.780103,-87.718726,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,95.0,1715.0,0.0,1715.0,No,Yes,No,No,1778.0,17022,17011,170993000889,1703,,Yes under the Community Eligibility Provision (CEP),609741,Hubbard HS,Gurdon S Hubbard High School,Hubbard HS,Hubbard High School,6200,S,Hamlin Ave,Chicago,IL,60629,1670.0,46341,HS,65.0,West Lawn,Chicago Lawn,8.0,7.0,170316501003011,41.6881643780999,-87.5375700910999,170993000889,170993000889,17031650100,both,both,170993000889,1777,103.0,5.0,0.0,8139949.5,407,0,0,408,0,both,1206,64.6766169154229,88.9,74.0,both,46341,16741626,both,332,19429,17031650100,both,17031650100,70.4545,both
609713,HYDE PARK HS,69.8,69.8,2017,170993000893,893,Hyde Park Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900021,6220 S Stony Island,Chicago,IL,60637,6220 S Stony Island,Chicago,IL,60637,(773)535-0880,Illinois,41.78211,-87.587269,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,45.0,839.0,0.0,839.0,No,Yes,No,No,850.0,17025,17013,170993000893,1701,,Yes under the Community Eligibility Provision (CEP),609713,Hyde Park HS,Hyde Park Academy High School,Hyde Park HS,Hyde Park Academy High School,6220,S,Stony Island Ave,Chicago,IL,60637,1390.0,46171,HS,42.0,Woodlawn,Woodlawn,13.0,3.0,170314201001023,41.7751246565999,-87.6690526443999,170993000893,170993000893,17031420100,both,both,170993000893,856,54.0,2.0,2.0,4205745.0,43,0,0,43,0,both,740,63.37837837837837,92.9,65.0,both,46171,8565506,both,354,24175,17031420100,both,17031420100,68.7334,both
609724,MATHER HS,69.8,69.8,2017,170993000977,977,Mather High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900030,5835 N Lincoln Ave,Chicago,IL,60659,5835 N Lincoln Ave,Chicago,IL,60659,(773)534-2350,Illinois,41.988119,-87.701409,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,82.0,1278.0,0.0,1278.0,No,Yes,No,No,1451.0,17013,17007,170993000977,1705,,Yes under the Community Eligibility Provision (CEP),609724,Mather HS,Stephen T Mather High School,Mather HS,Mather High School,5835,N,Lincoln Ave,Chicago,IL,60659,1480.0,46241,HS,2.0,West Ridge,Ravenswood,30.0,10.0,170310207011000,41.8709663946999,-87.6998962076999,170993000977,170993000977,17031020701,both,both,170993000977,1442,94.0,5.0,0.0,7191860.5,355,66,93,319,0,both,615,86.34146341463415,95.5,92.8,both,46241,14017049,both,55,35982,17031020701,both,17031020701,71.7018,both
609739,WASHINGTON HS,69.7,69.7,2017,170993001189,1189,Washington G High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900048,3535 E 114th St,Chicago,IL,60617,3535 E 114th St,Chicago,IL,60617,(773)535-5725,Illinois,41.687525,-87.53905,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,83.0,1327.0,0.0,1327.0,No,Yes,No,No,1440.0,17025,17013,170993001189,1702,,Yes under the Community Eligibility Provision (CEP),609739,Washington HS,George Washington High School,Washington HS,Washington  G High School,3535,E,114th St,Chicago,IL,60617,1630.0,46331,HS,52.0,East Side,Far East Side,2.0,4.0,170315206001060,41.9731844483,-87.7134230181,170993001189,170993001189,17031520600,both,both,170993001189,1436,94.0,4.0,4.0,6530511.5,285,31,18,252,0,both,801,57.42821473158551,87.1,83.3,both,46331,12888310,both,94,26359,17031520600,both,17031520600,67.4711,both
609727,PHILLIPS HS,69.6,69.6,2017,170993001061,1061,Phillips Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900034,244 E Pershing Rd,Chicago,IL,60653,244 E Pershing Rd,Chicago,IL,60653,(773)535-1603,Illinois,41.824429,-87.619904,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,38.0,595.0,0.0,595.0,No,Yes,No,No,623.0,17005,17003,170993001061,1701,,Yes under the Community Eligibility Provision (CEP),609727,Phillips HS,Wendell Phillips Academy High School,Phillips HS,Phillips Academy High School,244,E,Pershing Rd,Chicago,IL,60653,1510.0,46261,HS,35.0,Douglas,Bronzeville,15.0,3.0,170318396002013,41.6920111235999,-87.6656755724,170993001061,170993001061,17031839600,both,both,170993001061,634,40.0,2.0,0.0,3086816.0,56,22,12,42,0,both,785,58.08917197452229,89.3,83.2,both,46261,6817004,both,192,42038,17031839600,both,17031839600,69.4785,both
609718,KENNEDY HS,69.4,69.4,2017,170993000924,924,Kennedy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900024,6325 W 56th St,Chicago,IL,60638,6325 W 56th St,Chicago,IL,60638,(773)535-2325,Illinois,41.790206,-87.780788,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,96.0,1266.0,0.0,1266.0,No,Yes,No,No,1688.0,17022,17011,170993000924,1703,,Yes under the Community Eligibility Provision (CEP),609718,Kennedy HS,John F Kennedy High School,Kennedy HS,Kennedy High School,6325,W,56th St,Chicago,IL,60638,1420.0,46201,HS,56.0,Garfield Ridge,MDW,7.0,11.0,170315611006006,41.8187296523,-87.694601984,170993000924,170993000924,17031561100,both,both,170993000924,1691,108.0,5.0,0.0,7503292.0,213,18,7,200,0,both,1877,74.90676611614278,94.1,96.2,both,46201,15442674,both,177,40117,17031561100,both,17031561100,71.803,both
610513,AIR FORCE HS,68.9,68.9,2017,170993006055,6055,Air Force Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900848,3630 S Wells St,Chicago,IL,60609,3630 S Wells St,Chicago,IL,60609,(773)535-1590,Illinois,41.827898,-87.632962,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17.0,228.0,0.0,228.0,No,Yes,No,No,261.0,17006,17003,170993006055,1703,,Yes under the Community Eligibility Provision (CEP),610513,Air Force HS,Air Force Academy High School,Air Force HS,Air Force Acad High School,3630,S,Wells St,Chicago,IL,60609,1055.0,45231,HS,34.0,Armour Square,Bridgeport - Chinatown,18.0,2.0,170313406001012,41.8277744098,-87.6775785338,170993006055,170993006055,17031340600,both,both,170993006055,263,21.0,2.0,0.0,2223381.25,37,19,0,26,0,both,413,38.7409200968523,65.9,28.599999999999994,both,45231,3703462,both,226,13421,17031340600,both,17031340600,69.51259999999999,both
609691,NORTH-GRAND HS,68.5,68.5,2017,170993005074,5074,North-Grand High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900825,4338 W Wabansia Ave,Chicago,IL,60639,4338 W Wabansia Ave,Chicago,IL,60639,(773)534-8520,Illinois,41.912521,-87.735313,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,57.0,922.0,0.0,922.0,No,Yes,No,No,968.0,17004,17002,170993005074,1704,,Yes under the Community Eligibility Provision (CEP),609691,North-grand HS,North-Grand High School,North-grand HS,North-Grand High School,4338,W,Wabansia Ave,Chicago,IL,60639,1140.0,46431,HS,23.0,Humboldt Park,Humboldt Park,21.0,8.0,170312305002003,41.9015461529999,-87.6344637275999,170993005074,170993005074,17031230500,both,both,170993005074,960,63.0,4.0,0.0,5013560.5,136,24,0,122,0,both,1124,62.45551601423488,97.2,61.8,both,46431,9469949,both,433,23232,17031230500,both,17031230500,72.6627,both
609759,CLEMENTE HS,68.1,68.1,2017,170993001086,1086,Clemente Community Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900545,1147 N Western Ave,Chicago,IL,60622,1147 N Western Ave,Chicago,IL,60622,(773)534-4000,Illinois,41.902601,-87.685986,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,43.0,707.0,0.0,707.0,No,Yes,No,No,753.0,17004,17002,170993001086,1705,,Yes under the Community Eligibility Provision (CEP),609759,Clemente HS,Roberto Clemente Community Academy High School,Clemente HS,Clemente Community Academy HS,1147,N,Western Ave,Chicago,IL,60622,1840.0,51091,HS,24.0,West Town,Humboldt Park,21.0,12.0,170312424001001,41.8786020833,-87.6642700568,170993001086,170993001086,17031242400,both,both,170993001086,755,56.0,2.0,2.0,4253778.5,118,16,20,99,0,both,1370,88.6861313868613,96.3,89.1,both,51091,8307520,both,56,48333,17031242400,both,17031242400,71.1694,both
609732,STEINMETZ HS,67.9,67.9,2017,170993001139,1139,Steinmetz College Prep High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900041,3030 N Mobile Ave,Chicago,IL,60634,3030 N Mobile Ave,Chicago,IL,60634,(773)534-3030,Illinois,41.935607,-87.784325,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,74.0,1147.0,0.0,1147.0,No,Yes,No,No,1262.0,17003,17002,170993001139,1705,,Yes under the Community Eligibility Provision (CEP),609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,Steinmetz College Prep HS,Steinmetz College Prep HS,3030,N,Mobile Ave,Chicago,IL,60634,1560.0,46291,HS,19.0,Belmont Cragin,Belmont Cragin,26.0,9.0,170311904011023,41.9463432311,-87.7356352652,170993001139,170993001139,17031190401,both,both,170993001139,1276,79.0,4.0,0.0,6570590.0,161,49,0,147,0,both,1234,67.26094003241491,88.4,82.3,both,46291,13707030,both,165,30870,17031190401,both,17031190401,73.404,both
610381,BRONZEVILLE HS,67.9,67.9,2017,170993005792,5792,Bronzeville Scholastic High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900834,4934 S Wabash Ave,Chicago,IL,60615,4934 S Wabash Ave,Chicago,IL,60615,(773)535-1150,Illinois,41.804436,-87.62508,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,19.0,306.0,0.0,306.0,No,Yes,No,No,321.0,17005,17003,170993005792,1707,,Yes under the Community Eligibility Provision (CEP),610381,Bronzeville HS,Bronzeville Scholastic Academy High School,Bronzeville HS,Bronzeville Scholastic HS,4934,S,Wabash Ave,Chicago,IL,60615,7270.0,55191,HS,38.0,Grand Boulevard,Bronzeville,15.0,3.0,170313818001010,41.7341529087999,-87.6467675163,170993005792,170993005792,17031381800,both,both,170993005792,322,21.0,1.0,0.0,1741379.25,1,0,0,2,0,both,537,62.56983240223464,95.2,74.9,both,55191,4149943,both,170,35583,17031381800,both,17031381800,69.4213,both
609760,CARVER MILITARY HS,67.6,67.6,2017,170993000671,671,Carver Military Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900006,13100 S Doty Ave,Chicago,IL,60827,13100 S Doty Ave,Chicago,IL,60827,(773)535-5250,Illinois,41.656534,-87.589046,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,20.0,448.0,0.0,448.0,No,Yes,No,No,479.0,17034,17017,170993000671,1702,,Yes under the Community Eligibility Provision (CEP),609760,Carver Military,George Washington Carver Military Academy HS,Carver Military,Carver Military Academy HS,13100,S,Doty Ave,Chicago,IL,60627,1850.0,46381,HS,54.0,Riverdale,Far South Side,22.0,4.0,170315401022003,41.8030814219,-87.7220649188,170993000671,170993000671,17031540102,both,both,170993000671,478,25.0,1.0,0.0,3080580.5,55,30,0,25,0,both,1150,49.826086956521735,72.3,36.2,both,46381,5461029,both,651,15660,17031540102,both,17031540102,68.6421,both
609692,SIMEON HS,66.7,66.7,2017,170993000758,758,Simeon Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900537,8147 S Vincennes Ave,Chicago,IL,60620,8147 S Vincennes Ave,Chicago,IL,60620,(773)535-3200,Illinois,41.74549,-87.634742,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,66.0,1212.0,0.0,1212.0,No,Yes,No,No,1335.0,17031,17016,170993000758,1701,,Yes under the Community Eligibility Provision (CEP),609692,Simeon HS,Neal F Simeon Career Academy High School,Simeon HS,Simeon Career Academy High School,8147,S,Vincennes Ave,Chicago,IL,60620,1150.0,53061,HS,44.0,Chatham,Auburn Gresham,5.0,4.0,170318424003036,41.8028808659,-87.6623145150999,170993000758,170993000758,17031842400,both,both,170993000758,1335,71.0,2.0,0.0,6499405.5,0,0,0,0,0,both,1275,71.52941176470588,77.9,73.9,both,53061,12474172,both,278,28821,17031842400,both,17031842400,69.79639999999999,both
609719,LAKE VIEW HS,66.2,66.2,2017,170993000941,941,Lake View High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900026,4015 N Ashland Ave,Chicago,IL,60613,4015 N Ashland Ave,Chicago,IL,60613,(773)534-5440,Illinois,41.955475,-87.668633,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,78.0,1127.0,0.0,1127.0,No,Yes,No,No,1391.0,17011,17006,170993000941,1705,,Yes under the Community Eligibility Provision (CEP),609719,Lake View HS,Lake View High School,Lake View HS,Lake View High School,4015,N,Ashland Ave,Chicago,IL,60613,1430.0,46211,HS,6.0,Lake View,Ravenswood,30.0,12.0,170310601003006,41.92794584,-87.7359995221,170993000941,170993000941,17031060100,both,both,170993000941,1389,87.5,5.0,2.0,6666651.0,254,0,33,240,0,both,1227,91.11654441727792,98.4,94.7,both,46211,12478124,both,38,62577,17031060100,both,17031060100,70.3412,both
609728,ROOSEVELT HS,66.1,66.1,2017,170993001093,1093,Roosevelt High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900035,3436 W Wilson Ave,Chicago,IL,60625,3436 W Wilson Ave,Chicago,IL,60625,(773)534-5000,Illinois,41.964989,-87.714552,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,68.0,1068.0,0.0,1068.0,No,Yes,Yes,No,1113.0,17040,17020,170993001093,1704,,Yes under the Community Eligibility Provision (CEP),609728,Roosevelt HS,Theodore Roosevelt High School,Roosevelt HS,Roosevelt High School,3436,W,Wilson Ave,Chicago,IL,60625,1520.0,46271,HS,14.0,Albany Park,Albany Irving,27.0,8.0,170311407023000,41.6927350913,-87.6163519043,170993001093,170993001093,17031140702,both,both,170993001093,1099,78.0,2.0,2.0,5661820.0,97,12,0,89,0,both,2060,68.59223300970874,93.0,76.8,both,46271,12326817,both,327,28096,17031140702,both,17031140702,71.6599,both
609725,MORGAN PARK HS,65.5,65.5,2017,170993001002,1002,Morgan Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1501629900031,1744 W Pryor Ave,Chicago,IL,60643,1744 W Pryor Ave,Chicago,IL,60643,(773)535-2550,Illinois,41.692187,-87.665682,176,16980,City large,17031,High,Regular school,Open,7,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,78.0,1122.0,0.0,1122.0,No,Yes,Yes,No,1267.0,17027,17014,170993001002,1701,,Yes under the Community Eligibility Provision (CEP),609725,Morgan Park HS,Morgan Park High School,Morgan Park HS,Morgan Park High School,1744,W,Pryor Ave,Chicago,IL,60643,1490.0,46251,HS,75.0,Morgan Park,Beverly,3.0,5.0,170317505003002,41.8784166475999,-87.7080494805999,170993001002,170993001002,17031750500,both,both,170993001002,1271,82.5,2.0,1.0,7401217.5,84,0,0,84,0,both,2087,53.80929563967417,88.9,76.6,both,46251,13500215,both,327,35894,17031750500,both,17031750500,68.9847,both
