year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
2017,170609000289,00289,Emerson Elem School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002001,6850 31st St,Berwyn,IL,60402,6850 31st St,Berwyn,IL,60402,(708)795-2322,Illinois,41.83549,-87.795701,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,26,239,0,239,Yes,No,No,No,365,17024,17012,170609000289,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609000291,00291,Irving Elem School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002003,3501 Clinton Ave,Berwyn,IL,60402,3501 Clinton Ave,Berwyn,IL,60402,(708)795-2334,Illinois,41.828125,-87.79597,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,39,351,0,351,Yes,No,No,No,506,17024,17012,170609000291,1703,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609000292,00292,Komensky Elem School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002004,2515 Cuyler Ave,Berwyn,IL,60402,2515 Cuyler Ave,Berwyn,IL,60402,(708)795-2342,Illinois,41.844754,-87.781796,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,36,361,0,361,Yes,No,No,No,423,17024,17012,170609000292,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609000293,00293,Pershing Elem School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002006,6537 37th St,Berwyn,IL,60402,6537 37th St,Berwyn,IL,60402,(708)795-2349,Illinois,41.825493,-87.787255,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,32,324,0,324,Yes,No,No,No,466,17024,17012,170609000293,1703,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609003422,03422,Heritage Middle School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610001002,6850 31st St,Berwyn,IL,60402,6850 31st St,Berwyn,IL,60402,(708)749-6110,Illinois,41.835567,-87.795341,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,41,470,0,470,No,No,Yes,No,605,17024,17012,170609003422,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609003423,03423,Hiawatha Elem School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002008,6539 26th St,Berwyn,IL,60402,6539 26th St,Berwyn,IL,60402,(708)795-2327,Illinois,41.843685,-87.787929,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,33,308,0,308,Yes,No,No,No,395,17024,17012,170609003423,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609005026,05026,Freedom Middle School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610001003,3016 Ridgeland Ave,Berwyn,IL,60402,3016 Ridgeland Ave,Berwyn,IL,60402,(708)795-5800,Illinois,41.836944,-87.783711,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,48,572,0,572,No,No,Yes,No,658,17024,17012,170609005026,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170609005296,05296,Piper School,1706090,Berwyn South SD 100,IL-06-016-1000-02,0601610002007,2435 Kenilworth Ave,Berwyn,IL,60402,2435 Kenilworth Ave,Berwyn,IL,60402,(708)795-2364,Illinois,41.845435,-87.795348,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,20,223,0,223,Yes,No,No,No,294,17024,17012,170609005296,1704,NA,Yes under the Community Eligibility Provision (CEP)
2017,170612000296,00296,Bethalto East Primary School,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700802003,309 Albers Pl,Bethalto,IL,62010,309 Albers Pl,Bethalto,IL,62010,(618)377-7250,Illinois,38.909214,-90.05174,476,41180,Suburb small,17119,Primary,Regular school,Open,Pre-K,1,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,25,187,27,214,Yes,No,No,No,402,17111,17056,170612000296,1712,NA,Yes participating without using any Provision or the CEP
2017,170612000298,00298,Civic Memorial High School,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700800001,200 School St,Bethalto,IL,62010,200 School St,Bethalto,IL,62010,(618)377-7220,Illinois,38.9094,-90.062874,476,41180,Suburb small,17119,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,42,258,50,308,No,Yes,No,No,768,17111,17056,170612000298,1712,NA,Yes participating without using any Provision or the CEP
2017,170612000301,00301,Meadowbrook Intermediate Sch,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700802007,111 W Roosevelt Dr,Moro,IL,62067,111 W Roosevelt Dr,Moro,IL,62067,(618)377-7270,Illinois,38.906634,-90.012122,476,41180,Rural fringe,17119,Primary,Regular school,Open,4,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17,169,19,188,Yes,No,No,No,373,17111,17056,170612000301,1713,NA,Yes participating without using any Provision or the CEP
2017,170612000302,00302,Wilbur Trimpe Middle School,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700801002,910 2nd St,Bethalto,IL,62010,910 2nd St,Bethalto,IL,62010,(618)377-7240,Illinois,38.90866,-90.053549,476,41180,Suburb small,17119,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31,246,27,273,No,No,Yes,No,563,17111,17056,170612000302,1712,NA,Yes participating without using any Provision or the CEP
2017,170612003103,03103,Parkside Primary School,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700802009,600 E Central St,Bethalto,IL,62010,600 E Central St,Bethalto,IL,62010,(618)377-4100,Illinois,38.913637,-90.033044,476,41180,Suburb small,17119,Primary,Regular school,Open,2,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,19,177,3,180,Yes,No,No,No,352,17111,17056,170612003103,1712,NA,Yes participating without using any Provision or the CEP
2017,170612006003,06003,CM West,1706120,Bethalto CUSD 8,IL-41-057-0080-26,4105700803002,101 School St,Bethalto,IL,62010,101 School St,Bethalto,IL,62010,(618)377-7208,Illinois,38.909576,-90.061242,476,41180,Suburb small,17119,High,Regular school,Open,6,12,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,Yes,No,2,NA,NA,NA,No,Yes,Yes,No,NA,17111,17056,170612006003,1712,NA,No
2017,170618000305,00305,Bethel Grade School,1706180,Bethel SD 82,IL-13-041-0820-02,1304108202001,1201 Bethel Rd,Mount Vernon,IL,62864,1201 Bethel Rd,Mount Vernon,IL,62864,(618)244-8095,Illinois,38.279821,-88.907433,-2,34500,Rural fringe,17081,Primary,Regular school,Open,Pre-K,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,11,155,0,155,Yes,No,Yes,No,188,17115,17058,170618000305,1712,NA,Yes under the Community Eligibility Provision (CEP)
2017,170627000306,00306,Big Hollow Primary School,1706270,Big Hollow SD 38,IL-34-049-0380-02,3404903802001,33335 N Fish Lake Rd,Ingleside,IL,60041,33335 N Fish Lake Rd,Ingleside,IL,60041,(847)740-5320,Illinois,42.348709,-88.143581,176,16980,Suburb large,17097,Primary,Regular school,Open,Pre-K,1,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,26,77,21,98,Yes,No,No,No,385,17062,17031,170627000306,1710,NA,Yes participating without using any Provision or the CEP
2017,170627000307,00307,Big Hollow Middle School,1706270,Big Hollow SD 38,IL-34-049-0380-02,3404903801001,26051 W Nippersink,Ingleside,IL,60041,26051 W Nippersink,Ingleside,IL,60041,(847)740-5322,Illinois,42.349144,-88.141077,176,16980,Suburb large,17097,Middle,Regular school,Open,5,8,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,43,167,62,229,No,No,Yes,No,788,17062,17031,170627000307,1710,NA,Yes participating without using any Provision or the CEP
2017,170627004081,04081,Big Hollow Elem School,1706270,Big Hollow SD 38,IL-34-049-0380-02,3404903802002,33315 N Fish Lake Rd,Ingleside,IL,60041,33315 N Fish Lake Rd,Ingleside,IL,60041,(847)740-5321,Illinois,42.347578,-88.143546,176,16980,Suburb large,17097,Primary,Regular school,Open,2,4,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,34,123,33,156,Yes,No,No,No,579,17062,17031,170627004081,1710,NA,Yes participating without using any Provision or the CEP
2017,170639000308,00308,Bismarck-Henning Jr High School,1706390,Bismarck Henning CUSD,IL-54-092-0010-26,5409200101001,PO Box 350,Bismarck,IL,61814,PO Box 350,Bismarck,IL,61814,(217)759-7301,Illinois,40.262622,-87.617024,-2,19180,Rural fringe,17183,Middle,Regular school,Open,5,8,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,16,70,8,78,No,No,Yes,No,252,17106,17053,170639000308,1715,NA,Yes participating without using any Provision or the CEP
2017,170639000309,00309,Coop HS 1,1706390,Bismarck Henning CUSD,IL-54-092-0010-26,5409200100005,PO Box 200,Bismarck,IL,61814,PO Box 200,Bismarck,IL,61814,(217)759-7291,Illinois,40.262622,-87.617024,-2,19180,Rural fringe,17183,High,Regular school,Inactive,9,12,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,NA,17106,17053,170639000309,1715,NA,NA
2017,170639000310,00310,Bismarck-Henning Elem School,1706390,Bismarck Henning CUSD,IL-54-092-0010-26,5409200102001,PO Box 50,Bismarck,IL,61814,PO Box 50,Bismarck,IL,61814,(217)759-7251,Illinois,40.264457,-87.609789,-2,19180,Rural fringe,17183,Primary,Regular school,Open,Pre-K,4,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,20,116,15,131,Yes,No,No,No,345,17106,17053,170639000310,1715,NA,Yes participating without using any Provision or the CEP
2017,170642000312,00312,Bloom High School,1706420,Bloom Twp HSD 206,IL-07-016-2060-17,0701620600001,101 W 10th St,Chicago Heights,IL,60411,101 W 10th St,Chicago Heights,IL,60411,(708)755-1122,Illinois,41.514776,-87.643864,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,91,1444,0,1444,No,Yes,No,No,1681,17080,17040,170642000312,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,170642000313,00313,Bloom Trail High School,1706420,Bloom Twp HSD 206,IL-07-016-2060-17,0701620600002,22331 Cottage Grove,Chicago Heights,IL,60411,22331 Cottage Grove,Chicago Heights,IL,60411,(708)758-7000,Illinois,41.484462,-87.594503,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,73,980,0,980,No,Yes,No,No,1266,17029,17015,170642000313,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,170642004546,04546,Dist 206 Alternative High School,1706420,Bloom Twp HSD 206,IL-07-016-2060-17,0701620603001,100 W 10th St,Chicago Heights,IL,60411,100 W 10th St,Chicago Heights,IL,60411,(708)754-4095,Illinois,41.514108,-87.643879,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,Missing/not reported,Missing/not reported,Missing/not reported,No,No,No,No,6,52,0,52,No,Yes,No,No,63,17080,17040,170642004546,1702,NA,Yes under the Community Eligibility Provision (CEP)
2017,170645000315,00315,Dujardin Elementary School,1706450,Bloomingdale SD 13,IL-19-022-0130-02,1902201302002,166 Euclid Ave,Bloomingdale,IL,60108,166 Euclid Ave,Bloomingdale,IL,60108,(630)894-9200,Illinois,41.951474,-88.066192,176,16980,Suburb large,17043,Primary,Regular school,Open,Pre-K,5,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,30,28,0,28,Yes,No,No,No,403,17045,17023,170645000315,1708,NA,No
2017,170645000316,00316,Westfield Middle School,1706450,Bloomingdale SD 13,IL-19-022-0130-02,1902201301001,149 Fairfield Way,Bloomingdale,IL,60108,149 Fairfield Way,Bloomingdale,IL,60108,(630)529-6211,Illinois,41.953360000000004,-88.072281,176,16980,Suburb large,17043,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,Yes,NA,No,No,No,No,38,28,0,28,No,No,Yes,No,500,17045,17023,170645000316,1708,NA,No
2017,170645000488,00488,Erickson Elementary School,1706450,Bloomingdale SD 13,IL-19-022-0130-02,1902201302004,277 Springfield Dr,Bloomingdale,IL,60108,277 Springfield Dr,Bloomingdale,IL,60108,(630)529-2223,Illinois,41.957301,-88.103776,176,16980,Suburb large,17043,Primary,Regular school,Open,Pre-K,5,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,28,21,0,21,Yes,No,No,No,501,17045,17023,170645000488,1708,NA,No
2017,170648000046,00046,Sarah A Raymond Sch of Early Educ,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408703001,1402 W Olive St,Bloomington,IL,61701,1402 W Olive St,Bloomington,IL,61701,(309)827-0308,Illinois,40.475758,-89.014034,145,14010,City small,17113,Prekindergarten,Regular school,Open,Pre-K,Pre-K,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,9,174,0,174,Yes,No,No,No,273,17088,17044,170648000046,1713,NA,No
2017,170648000317,00317,Bent Elem School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702003,904 N Roosevelt Ave,Bloomington,IL,61701,904 N Roosevelt Ave,Bloomington,IL,61701,(309)828-4315,Illinois,40.487294,-88.997272,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,25,241,0,241,Yes,No,No,No,357,17088,17044,170648000317,1713,NA,Yes under the Community Eligibility Provision (CEP)
2017,170648000318,00318,Bloomington High School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408700001,1202 E Locust St,Bloomington,IL,61701,1202 E Locust St,Bloomington,IL,61701,(309)828-5201,Illinois,40.486628,-88.973918,145,14010,City small,17113,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,95,594,116,710,No,Yes,No,No,1390,17088,17044,170648000318,1718,NA,Yes participating without using any Provision or the CEP
2017,170648000319,00319,Bloomington Jr High School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408701002,901 Colton Ave,Bloomington,IL,61701,901 Colton Ave,Bloomington,IL,61701,(309)827-0086,Illinois,40.487127,-88.976118,145,14010,City small,17113,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,79,688,53,741,No,No,Yes,No,1247,17088,17044,170648000319,1718,NA,Yes participating without using any Provision or the CEP
2017,170648000321,00321,Irving Elementary School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702006,602 W Jackson St,Bloomington,IL,61701,602 W Jackson St,Bloomington,IL,61701,(309)827-8091,Illinois,40.474547,-89.000462,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,27,294,0,294,Yes,No,No,No,380,17088,17044,170648000321,1713,NA,Yes under the Community Eligibility Provision (CEP)
2017,170648000323,00323,Oakland Elementary School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702009,1605 E Oakland Ave,Bloomington,IL,61701,1605 E Oakland Ave,Bloomington,IL,61701,(309)662-4302,Illinois,40.472991,-88.96905,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Yes,No,No,No,No,No,29,147,17,164,Yes,No,No,No,486,17088,17044,170648000323,1718,NA,Yes participating without using any Provision or the CEP
2017,170648000325,00325,Sheridan Elem School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702011,1403 W Walnut St,Bloomington,IL,61701,1403 W Walnut St,Bloomington,IL,61701,(309)828-2359,Illinois,40.486653,-89.010361,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,28,274,0,274,Yes,No,No,No,364,17088,17044,170648000325,1713,NA,Yes under the Community Eligibility Provision (CEP)
2017,170648000326,00326,Stevenson Elem School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702012,2106 Arrowhead Dr,Bloomington,IL,61704,2106 Arrowhead Dr,Bloomington,IL,61704,(309)663-2351,Illinois,40.494524,-88.945025,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31,193,17,210,Yes,No,No,No,396,17105,17053,170648000326,1718,NA,Yes participating without using any Provision or the CEP
2017,170648000327,00327,Washington Elem School,1706480,Bloomington SD 87,IL-17-064-0870-25,1706408702013,1201 E Washington St,Bloomington,IL,61701,1201 E Washington St,Bloomington,IL,61701,(309)829-7034,Illinois,40.479473,-88.975184,145,14010,City small,17113,Primary,Regular school,Open,Kindergarten,5,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,22,136,3,139,Yes,No,No,No,402,17088,17044,170648000327,1718,NA,Yes participating without using any Provision or the CEP
2017,170651000328,00328,Everett F Kerr Middle School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613001001,12915 Maple Ave,Blue Island,IL,60406,12915 Maple Ave,Blue Island,IL,60406,(708)385-5959,Illinois,41.658467,-87.684437,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31,302,16,318,No,No,Yes,No,343,17027,17014,170651000328,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000332,00332,Lincoln Elem School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002011,2140 Broadway St,Blue Island,IL,60406,2140 Broadway St,Blue Island,IL,60406,(708)385-5370,Illinois,41.651151,-87.674835,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,28,203,0,203,Yes,No,No,No,419,17028,17014,170651000332,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000333,00333,Nathan Hale Intermediate,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002004,5312 135th St,Crestwood,IL,60445,5312 135th St,Crestwood,IL,60445,(708)385-3399,Illinois,41.648228,-87.750297,176,16980,Suburb large,17031,Primary,Regular school,Open,4,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17,160,15,175,Yes,No,No,No,251,17027,17014,170651000333,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000334,00334,Nathan Hale Middle School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613001002,5220 135th St,Crestwood,IL,60445,5220 135th St,Crestwood,IL,60445,(708)385-6690,Illinois,41.648375,-87.74913,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,32,246,0,246,No,No,Yes,No,406,17027,17014,170651000334,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000335,00335,Nathan Hale Primary School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002012,5324 135th St,Crestwood,IL,60445,5324 135th St,Crestwood,IL,60445,(708)385-4690,Illinois,41.648165,-87.751733,176,16980,Suburb large,17031,Primary,Regular school,Open,Pre-K,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,31,275,97,372,Yes,No,No,No,509,17027,17014,170651000335,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000336,00336,Paul Revere Intermediate School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002008,12331 Gregory St,Blue Island,IL,60406,12331 Gregory St,Blue Island,IL,60406,(708)385-4450,Illinois,41.669101,-87.678101,176,16980,Suburb large,17031,Primary,Regular school,Open,4,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,12,190,0,190,Yes,No,No,No,240,17027,17014,170651000336,1701,NA,Yes participating without using any Provision or the CEP
2017,170651000338,00338,Whittier Elementary School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002010,13043 Maple Ave,Blue Island,IL,60406,13043 Maple Ave,Blue Island,IL,60406,(708)385-6170,Illinois,41.65566,-87.684275,176,16980,Suburb large,17031,Primary,Regular school,Open,4,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,17,169,0,169,Yes,No,No,No,203,17027,17014,170651000338,1701,NA,Yes participating without using any Provision or the CEP
2017,170651004244,04244,Veterans Memorial Middle Sch,1706510,Cook County SD 130,IL-07-016-1300-02,0701613001003,12320 Greenwood Ave,Blue Island,IL,60406,12320 Greenwood Ave,Blue Island,IL,60406,(708)489-7307,Illinois,41.66939,-87.683572,176,16980,Suburb large,17031,Middle,Regular school,Open,6,8,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,29,277,0,277,No,No,Yes,No,365,17027,17014,170651004244,1701,NA,Yes participating without using any Provision or the CEP
2017,170651004251,04251,Paul Revere Primary School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002018,2300 123rd Pl,Blue Island,IL,60406,2300 123rd Pl,Blue Island,IL,60406,(708)489-3533,Illinois,41.668988,-87.677319,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,3,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,25,188,0,188,Yes,No,No,No,366,17027,17014,170651004251,1701,NA,Yes participating without using any Provision or the CEP
2017,170651004253,04253,George Washington Elementary Sch,1706510,Cook County SD 130,IL-07-016-1300-02,0701613002019,12545 S Homan Ave,Alsip,IL,60803,12545 S Homan Ave,Alsip,IL,60803,(708)489-3523,Illinois,41.663897,-87.702737,176,16980,Suburb large,17031,Primary,Regular school,Open,Kindergarten,5,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22,132,0,132,Yes,No,No,No,282,17027,17014,170651004253,1701,NA,Yes participating without using any Provision or the CEP
2017,170651005401,05401,Horace Mann School,1706510,Cook County SD 130,IL-07-016-1300-02,0701613003001,2975 W Broadway St,Blue Island,IL,60406,2975 W Broadway St,Blue Island,IL,60406,(708)385-2450,Illinois,41.649458,-87.695428,176,16980,Suburb large,17031,Prekindergarten,Regular school,Open,Pre-K,Pre-K,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,13,40,0,40,Yes,No,No,No,289,17028,17014,170651005401,1701,NA,No
2017,170654000339,00339,A B Shepard High Sch (Campus),1706540,CHSD 218,IL-07-016-2180-16,0701621800007,13049 S Ridgeland,Palos Heights,IL,60463,13049 S Ridgeland,Palos Heights,IL,60463,(708)371-1111,Illinois,41.65514,-87.775649,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,112,1014,0,1014,No,Yes,No,No,1744,17027,17014,170654000339,1701,NA,Yes under the Community Eligibility Provision (CEP)
2017,170654000342,00342,DD Eisenhower High Sch (Campus),1706540,CHSD 218,IL-07-016-2180-16,0701621800001,12700 Sacramento Ave,Blue Island,IL,60406,12700 Sacramento Ave,Blue Island,IL,60406,(708)597-6300,Illinois,41.661587,-87.696021,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,115,1330,235,1565,No,Yes,No,No,1812,17027,17014,170654000342,1701,NA,Yes under the Community Eligibility Provision (CEP)
2017,170654000343,00343,H L Richards High Sch(Campus),1706540,CHSD 218,IL-07-016-2180-16,0701621800004,10601 Central Ave,Oak Lawn,IL,60453,10601 Central Ave,Oak Lawn,IL,60453,(708)499-2550,Illinois,41.698727,-87.758149,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,110,967,0,967,No,Yes,No,No,1624,17036,17018,170654000343,1703,NA,Yes under the Community Eligibility Provision (CEP)
2017,170654000747,00747,Delta Learning Center,1706540,CHSD 218,IL-07-016-2180-16,0701621803001,3940 W 137th St,Robbins,IL,60472,3940 W 137th St,Robbins,IL,60472,(708)371-1880,Illinois,41.642748,-87.717116,176,16980,Suburb large,17031,High,Regular school,Open,9,12,NA,School is not eligible for either Title I Targeted Assistance or Schoolwide program,No,No,No,No,No,No,24,116,33,149,No,Yes,No,No,174,17028,17014,170654000747,1701,NA,Yes under the Community Eligibility Provision (CEP)
2017,170660000348,00348,Bluffs High School,1706600,Scott-Morgan CUSD 2,IL-01-086-0020-26,0108600200001,100 W Rockwood St,Bluffs,IL,62621,100 W Rockwood St,Bluffs,IL,62621,(217)754-3815,Illinois,39.754537,-90.536062,522,27300,Rural remote,17171,High,Regular school,Open,9,12,NA,School is eligible for Title I Schoolwide program (SWP) but provides no program,Yes,Yes,No,No,No,No,6,34,0,34,No,Yes,No,No,64,17100,17050,170660000348,1718,NA,Yes under the Community Eligibility Provision (CEP)
2017,170660004551,04551,Bluffs Elementary School,1706600,Scott-Morgan CUSD 2,IL-01-086-0020-26,0108600202001,PO Box 230,Bluffs,IL,62621,PO Box 230,Bluffs,IL,62621,(217)754-3714,Illinois,39.754197,-90.536285,522,27300,Rural remote,17171,Primary,Regular school,Open,Pre-K,6,NA,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,12,60,0,60,Yes,No,No,No,131,17100,17050,170660004551,1718,NA,Yes under the Community Eligibility Provision (CEP)
